,time,open,high,low,close,volume
405,2023-05-14,25.05,25.86,24.09,25.16,8030172
406,2023-05-21,25.64,25.64,24.16,24.42,6158648
407,2023-05-28,24.42,25.35,24.24,24.46,5993948
408,2023-06-04,24.61,27.71,24.53,27.6,11781751
409,2023-06-11,28.16,28.38,27.31,28.34,10448456
410,2023-06-18,28.82,30.85,28.64,28.82,13259329
411,2023-06-25,29.01,31.19,28.64,30.3,9867094
412,2023-07-02,30.82,31.89,29.82,30.74,11259170
413,2023-07-09,30.89,33.99,30.7,33.99,12418360
414,2023-07-16,34.7,37.69,34.4,36.95,12862821
415,2023-07-23,36.95,40.57,35.47,40.57,13843738
416,2023-07-30,40.72,40.72,38.57,39.54,12574204
417,2023-08-06,39.31,41.97,38.8,41.38,11297224
418,2023-08-13,41.9,42.86,38.35,39.61,10147784
419,2023-08-20,39.83,41.01,36.91,36.91,11545256
420,2023-08-27,35.69,41.09,35.47,40.64,12368409
421,2023-09-03,41.24,43.75,40.64,42.79,9834830
422,2023-09-10,42.79,44.78,42.12,44.27,7514856
423,2023-09-17,45.08,47.22,42.49,43.53,12518498
424,2023-09-24,43.23,46.41,42.05,42.86,12231983
425,2023-10-01,42.86,43.75,38.87,42.79,10769132
426,2023-10-08,43.23,43.6,38.57,42.86,9538933
427,2023-10-15,43.01,45.74,42.34,44.86,9411430
428,2023-10-22,45.46,45.46,38.7,40.95,11142109
429,2023-10-29,40.95,41.85,35.43,36.48,7443661
430,2023-11-05,36.48,36.74,30.13,35.16,9785782
431,2023-11-12,35.31,39.0,34.64,37.16,7163610
432,2023-11-19,37.12,39.45,37.04,37.94,6223389
433,2023-11-26,37.27,40.2,36.82,38.17,6728138
434,2023-12-03,37.94,39.22,36.07,38.7,5275882
435,2023-12-10,39.37,41.18,38.85,39.97,9896845
436,2023-12-17,39.97,40.35,37.04,38.09,6128815
437,2023-12-24,38.09,39.07,37.16,38.62,3370351
438,2023-12-31,38.47,39.82,38.47,39.3,6285665
439,2024-01-07,39.52,42.15,38.77,41.78,11354826
440,2024-01-14,42.08,42.83,40.12,41.18,9961591
441,2024-01-21,41.25,43.05,40.5,41.7,7996170
442,2024-01-28,41.7,41.85,40.2,40.95,6796048
443,2024-02-04,40.88,42.6,40.42,41.55,8724705
444,2024-02-11,41.78,42.68,41.4,41.78,4325233
445,2024-02-18,42.3,43.66,41.85,42.9,4756391
446,2024-02-25,43.05,43.58,40.5,40.95,11104959
447,2024-03-03,40.65,44.71,40.35,44.48,14792961
448,2024-03-10,45.08,46.59,43.2,45.31,18361689
449,2024-03-17,45.76,52.52,44.11,51.85,19911306
450,2024-03-24,51.92,52.22,48.16,50.34,18011308
451,2024-03-31,50.42,51.47,48.46,49.67,10680633
452,2024-04-07,49.74,51.09,47.94,47.94,11484869
453,2024-04-14,47.71,48.01,45.83,47.79,7904259
454,2024-04-21,47.71,47.94,39.3,40.2,10697450
455,2024-04-28,41.03,45.01,40.8,44.33,8745445
456,2024-05-05,45.08,45.83,44.18,44.33,2975481
457,2024-05-12,44.56,47.34,44.56,45.38,8708873
458,2024-05-19,45.83,48.24,44.71,48.09,11625462
459,2024-05-26,48.09,49.29,45.08,47.34,12623002
460,2024-06-02,47.49,49.89,46.21,48.84,12127611
461,2024-06-09,49.44,49.44,47.41,48.46,7273727
462,2024-06-16,48.76,50.04,47.41,47.41,10644948
463,2024-06-23,47.49,48.69,46.51,47.94,7653575
464,2024-06-30,47.86,48.09,45.23,45.98,6920755
465,2024-07-07,46.29,48.46,45.83,48.46,6963936
466,2024-07-14,49.14,49.97,48.09,48.76,10716800
467,2024-07-21,48.84,51.17,47.04,50.27,12948976
468,2024-07-28,50.34,50.72,43.35,45.31,15464306
469,2024-08-04,45.68,45.76,41.33,43.43,9027160
470,2024-08-11,42.45,43.96,40.8,43.88,8791889
471,2024-08-18,43.88,45.98,43.58,45.46,7061011
472,2024-08-25,45.61,47.56,45.38,46.51,5719274
473,2024-09-01,46.51,46.81,45.16,46.51,5482172
474,2024-09-08,45.91,47.34,45.68,46.59,3927272
475,2024-09-15,46.59,47.34,45.46,45.6,7812952
476,2024-09-22,45.4,47.32,45.16,47.18,4768324
477,2024-09-29,47.18,47.77,46.29,46.59,4905331
478,2024-10-06,46.78,46.83,45.31,45.31,4970946
479,2024-10-13,45.4,45.8,44.22,44.96,5022153
480,2024-10-20,45.11,45.75,44.42,44.76,3931937
481,2024-10-27,44.76,45.01,41.91,41.91,7164823
482,2024-11-03,41.91,43.24,41.91,41.96,4178336
483,2024-11-10,41.96,43.53,41.17,42.74,5394599
484,2024-11-17,42.74,42.74,40.38,40.58,5931242
