,time,open,high,low,close,volume
419,2019-01-27,3.35,3.36,3.26,3.28,1022210
420,2019-02-03,3.28,3.3,2.92,3.07,1628040
421,2019-02-10,,,,,0
422,2019-02-17,3.11,3.94,3.11,3.9,4710000
423,2019-02-24,3.89,4.03,3.69,3.94,3172870
424,2019-03-03,4.04,4.09,3.91,3.94,5238740
425,2019-03-10,4.09,4.2,3.69,3.71,5433480
426,2019-03-17,3.71,3.83,3.63,3.66,2468130
427,2019-03-24,3.67,3.78,3.67,3.71,1897760
428,2019-03-31,3.71,3.76,3.58,3.74,1167460
429,2019-04-07,3.74,4.15,3.71,3.89,4635850
430,2019-04-14,3.89,4.02,3.63,3.78,2239790
431,2019-04-21,3.79,3.79,3.34,3.48,1848560
432,2019-04-28,3.48,3.57,3.4,3.46,1020590
433,2019-05-05,3.23,3.39,3.23,3.35,1046600
434,2019-05-12,3.24,3.3,3.09,3.16,801720
435,2019-05-19,3.16,3.3,3.12,3.23,832220
436,2019-05-26,3.23,3.32,3.17,3.23,755500
437,2019-06-02,3.23,3.27,3.09,3.17,890050
438,2019-06-09,3.13,3.21,3.1,3.13,387660
439,2019-06-16,3.17,3.22,3.14,3.14,460340
440,2019-06-23,3.1,3.39,3.1,3.21,843510
441,2019-06-30,3.18,3.29,3.17,3.26,490900
442,2019-07-07,3.25,3.27,3.15,3.2,1882800
443,2019-07-14,3.32,3.33,3.17,3.18,2875130
444,2019-07-21,3.19,3.21,3.15,3.16,976880
445,2019-07-28,3.12,3.22,3.1,3.12,1155990
446,2019-08-04,3.12,3.17,3.02,3.12,1627020
447,2019-08-11,3.12,3.3,3.12,3.17,1756950
448,2019-08-18,3.27,3.45,3.2,3.26,1932300
449,2019-08-25,3.26,3.45,3.2,3.33,1553970
450,2019-09-01,3.28,3.32,3.19,3.21,1171120
451,2019-09-08,3.18,3.22,3.08,3.09,1020670
452,2019-09-15,3.08,3.1,2.92,2.96,1116010
453,2019-09-22,2.99,3.02,2.91,2.97,1211270
454,2019-09-29,2.96,3.01,2.87,2.88,849560
455,2019-10-06,2.88,3.02,2.84,2.94,1825940
456,2019-10-13,2.99,3.02,2.94,2.97,2164800
457,2019-10-20,3.0,3.01,2.95,2.99,959620
458,2019-10-27,2.99,3.22,2.89,3.12,633700
459,2019-11-03,3.17,3.2,3.07,3.1,1082660
460,2019-11-10,3.14,3.27,3.1,3.26,1640310
461,2019-11-17,3.27,3.3,3.15,3.19,1976210
462,2019-11-24,3.17,3.25,3.12,3.12,3300880
463,2019-12-01,3.1,3.17,3.07,3.1,1377970
464,2019-12-08,3.1,3.25,3.1,3.22,789570
465,2019-12-15,3.26,3.64,3.22,3.64,4615930
466,2019-12-22,3.64,3.64,3.35,3.48,4132950
467,2019-12-29,3.45,3.58,3.36,3.5,2643340
468,2020-01-05,3.53,3.95,3.48,3.88,2656170
469,2020-01-12,3.88,4.61,3.79,4.58,5808390
470,2020-01-19,4.61,5.12,4.4,5.07,4613420
471,2020-01-26,5.0,5.06,4.39,4.86,3139740
472,2020-02-02,4.76,5.02,4.27,4.27,1718080
473,2020-02-09,3.97,4.25,3.97,4.11,2244760
474,2020-02-16,4.09,4.3,4.04,4.18,1322940
475,2020-02-23,4.18,4.62,4.12,4.5,3749040
476,2020-03-01,4.28,4.5,4.23,4.24,3305130
477,2020-03-08,4.23,4.32,4.15,4.15,3524520
478,2020-03-15,3.86,3.92,3.09,3.16,4825720
479,2020-03-22,3.07,3.33,2.86,2.86,5448440
480,2020-03-29,2.67,2.82,2.33,2.51,6860270
481,2020-04-05,2.36,2.51,2.24,2.48,2669920
482,2020-04-12,2.51,2.76,2.51,2.66,4769470
483,2020-04-19,2.57,2.99,2.57,2.94,4121450
484,2020-04-26,2.96,3.19,2.67,3.19,6855070
485,2020-05-03,3.38,3.48,3.23,3.31,5964310
486,2020-05-10,3.31,3.53,3.28,3.41,9257100
487,2020-05-17,3.41,3.84,3.34,3.58,12629150
488,2020-05-24,3.6,3.84,3.51,3.81,13974410
489,2020-05-31,3.89,4.05,3.87,3.93,16354850
490,2020-06-07,3.94,4.17,3.92,4.11,16707430
491,2020-06-14,4.2,4.41,3.9,4.15,19929850
492,2020-06-21,4.2,4.2,3.93,4.09,8497240
